OBJECTID,stormid,month,year,AcresOnLand,Shape__Area,Shape__Length,Total_Store_Count,HD_Store_Count,LOW_Store_Count
357,EP162019,09,2019,11478816.2283729,15.8727442611105,39.8325324896691,0,0,0
358,EP162019,10,2019,1480921.36520472,1.33688403766564,5.39834827961417,0,0,0
359,EP162020,09,2020,0,35.4120290879149,35.1051098805555,0,0,0
360,EP162021,10,2021,14896109.7999979,31.126950207497,44.0702462435535,0,0,0
361,EP162022,09,2022,0,3.37821676130307,14.2321552830908,0,0,0
362,EP162022,10,2022,6365129.48135945,15.8343872150551,20.6084590977738,0,0,0
363,EP162023,10,2023,3534836.62407262,4.03931395694724,8.38379029034958,0,0,0
364,ep172014,09,2014,16608.9047874594,39.1089606276227,54.3881023287706,0,0,0
365,ep172015,09,2015,227110.585407215,13.0973896097879,19.4754503018086,0,0,0
366,ep172016,09,2016,54.5785721387303,28.1811674084216,41.2192890925485,0,0,0
367,ep172017,09,2017,35225.236495426,17.8700980605224,20.8468653788265,0,0,0
368,EP172018,09,2018,558268.742058157,126.006054869091,133.796863532693,5,3,2
369,EP172020,09,2020,5135.38131311503,35.9373628705522,48.7703071470875,0,0,0
370,EP172021,10,2021,8387051.87453844,12.214085643331,19.4424343461475,0,0,0
371,EP172022,10,2022,0,3.26910923854848,9.84304713591547,0,0,0
372,EP172023,10,2023,14530168.820906,58.6789594131542,42.0018835482424,0,0,0
373,ep182014,09,2014,38800.5828966172,33.3700777688333,39.1701640500057,0,0,0
374,ep182015,10,2015,0,13.8504300428268,41.9072842817143,0,0,0
375,ep182016,09,2016,0,20.0016925414324,22.9287839747359,0,0,0
376,ep182017,09,2017,459752.31486425,4.02528465036664,14.6080881253927,0,0,0
377,EP182018,09,2018,0,11.7466632927742,26.6884543015997,0,0,0
378,EP182019,10,2019,0,1.66107095344898,6.26444091243725,0,0,0
379,EP182020,09,2020,0,4.13729124443375,16.6226648454004,0,0,0
380,EP182020,10,2020,0,75.8029415721977,66.0962824304653,0,0,0
381,EP182021,11,2021,0,5.13504393826753,12.567080772734,0,0,0
382,EP182022,10,2022,20065006.0004873,28.9736592683333,50.8799256423182,0,0,0
383,EP182023,10,2023,8939702.62805185,14.1765670699821,27.0336730137634,0,0,0
384,ep192014,10,2014,271449.728979215,39.6946052378011,51.5252403946947,0,0,0
385,ep192015,10,2015,0,141.945166363038,104.33372667785,0,0,0
386,ep192016,09,2016,0,8.0072424323173,21.2318787104455,0,0,0
387,ep192017,10,2017,0,1.88260927326348,6.57709056509513,0,0,0
388,EP192019,10,2019,16016.8621615155,0.791368431401679,5.9221274843082,0,0,0
389,EP192020,10,2020,0,5.822737117869,25.5002018798384,0,0,0
390,EP192021,11,2021,0,7.61196159679696,14.1792785840617,0,0,0
391,EP192022,10,2022,12668542.0963772,21.6406296281612,34.7523641593832,0,0,0
392,EP192023,10,2023,0,6.5048267271863,11.6388416828474,0,0,0
393,EP192023,11,2023,514.503115833889,28.3570164717964,69.2056618397352,0,0,0
394,ep202014,10,2014,2480064.33496436,3.49596923088825,8.8426109001285,0,0,0
395,ep202015,10,2015,57586532.458465,68.3998624473102,57.977531409177,0,0,0
396,ep202016,10,2016,0,35.7284058563507,62.9053219351919,0,0,0
397,ep202017,10,2017,317769.526156458,2.21061995005869,9.98207578208926,0,0,0
398,EP202018,09,2018,5135.38131311503,59.2366078758114,53.6378775202428,0,0,0
399,EP202018,10,2018,1519644.05526127,20.1098289612082,19.1015618325674,0,0,0
400,EP202019,11,2019,0,16.3812311463819,18.9847624444499,0,0,0
401,EP202020,11,2020,0,29.9374158867927,37.1282870915086,0,0,0
402,EP202023,11,2023,0,1.97594661914013,8.80112047187952,0,0,0
403,ep212014,10,2014,0,3.07871458429736,8.70177845902436,0,0,0
404,ep212014,11,2014,33665.2015835022,40.7610685890916,47.1868585577586,0,0,0
405,ep212015,11,2015,0,8.24259707955639,30.8724315695872,0,0,0
406,ep212016,11,2016,0,5.16219847558443,9.58689800179721,0,0,0
407,EP212018,09,2018,0,20.1707047008557,21.3068839428952,0,0,0
408,EP212018,10,2018,10554948.5225362,170.191211874583,96.5574074765943,0,0,0
409,EP212020,11,2020,0,1.48366736544631,12.4078768484902,0,0,0
410,ep222015,11,2015,204.592522318178,41.5987825598496,46.3417374191638,0,0,0
411,ep222016,11,2016,8805263.21300906,18.3750484831692,38.4434626922196,0,0,0
412,EP222018,10,2018,7.48526939235014,1.54088639003123,5.81948015878917,0,0,0
413,EP232018,10,2018,0,6.9185068971334,33.5694785924354,0,0,0
414,EP242018,10,2018,11219738.0685267,24.9446167886872,26.8472177986807,0,0,0
415,EP252018,11,2018,4539320.29194791,20.5147608117842,28.101100035298,0,0,0
416,,,,,,,,,
