date,hd_rel_close,hd_close,hd_5days_avg,hd_10day_avg,hd_rel_close_diff,hd_close_diff,lowes_rel_close,lowes_close,lowes_5days_avg,lowes_10day_avg,lowes_rel_close_diff,lowes_close_diff
2013-11,1.0105163124182186,80.66999816894531,79.92000071207683,79.6490908536044,0.010595233590322106,0.4456905976184824,0.9936716886106705,47.47999954223633,47.846666971842446,49.40090907703746,-0.006249390217226036,0.2623204394598692
2014-06,0.9771678644405621,80.95999908447266,80.60833231608073,80.1627266623757,-0.0592967167914642,0.413652148883743,0.9439284408656861,47.9900016784668,46.65500005086263,46.21636373346502,-0.09253614036634028,0.2451972275656743
2014-07,0.9758401833298912,80.8499984741211,81.17666625976562,80.60000055486506,-0.0466968131254083,0.41871666066345903,0.9411746796285086,47.849998474121094,47.96833356221517,47.813636779785156,-0.08136231682679085,0.247811897983507
2014-08,1.1285226822923164,93.5,91.56499989827473,89.0463638305664,0.06563277957265301,0.46584623024448346,1.032833488475264,52.5099983215332,52.59000015258789,51.84090943769975,-0.030056414244399532,0.2616212274677048
2014-09,1.1072798766065515,91.73999786376953,92.33666483561198,91.75636152787642,0.06393093450064025,0.4656379853535145,1.040897887374765,52.91999816894531,53.301666259765625,53.52181833440607,-0.0024510547311462627,0.26860215724978725
2014-10,1.1770430822328448,97.5199966430664,95.96499888102214,94.0272709239613,0.10912232838406655,0.48358620882733716,1.1250824265318606,57.20000076293945,55.65000089009603,54.530909451571375,0.057161672683082365,0.2836457389873933
2014-11,1.199734292426152,99.4000015258789,97.60999933878581,97.76363580877131,0.10247567435538785,0.4797297441597389,1.2554897270586272,63.83000183105469,62.89999961853027,60.92999995838512,0.15823110898786297,0.30805985893426047
2015-06,0.9672309300084642,111.12999725341797,112.32999928792317,111.72454556551847,-0.024646902419172112,0.5398590913693445,0.9217954571713068,66.97000122070312,69.46166737874348,69.55363672429866,-0.07008237525632943,0.3253339773379748
2015-07,1.0185821772321448,117.02999877929688,114.81999842325847,114.57181826504794,0.0042985846388892135,0.5559619894503415,0.9546921353833876,69.36000061035156,67.88666661580403,67.6009091463956,-0.059591457209868026,0.32950119054798843
2015-08,1.013621128473436,116.45999908447266,115.13000106811523,117.84818267822266,0.06115825013281784,0.5891637586040558,0.9520768840149048,69.16999816894531,68.7783317565918,70.71181765469638,-0.0003859943257134013,0.3499266393973801
2015-09,1.0051786268447305,115.48999786376953,115.3433329264323,115.9700005271218,0.08181915035445886,0.6026717889737316,0.9486358080093457,68.91999816894531,68.08166758219402,68.75181926380505,0.025276331519074047,0.35965139285516357
2015-10,1.0761129717585545,123.63999938964844,124.31666692097981,123.60909063165838,0.07421282934011875,0.5946232085067037,1.0162185911649135,73.83000183105469,73.7616678873698,73.36272777210583,0.014318448746477808,0.3550714395790679
2015-11,1.1652378730564372,133.8800048828125,132.0933354695638,128.17545526677912,0.1596756620608799,0.6415257238803372,1.0543456671006541,76.5999984741211,76.36166508992513,74.4490897438743,0.04878345610509682,0.3670515960419715
2016-06,0.9860895046804387,127.69000244140625,126.97666549682617,127.11363567005505,-0.040030889039345374,0.6095570223683159,1.0827096281451773,79.16999816894531,77.68166605631511,77.87636288729581,0.05658923442539332,0.3779358400976772
2016-07,1.0675621891880511,138.24000549316406,136.68500264485678,136.37818215110084,0.004017891794326323,0.6366986394714634,1.125241239642496,82.27999877929688,80.97999954223633,81.2936352816495,0.0616969422487712,0.3789609461573882
2016-08,1.0357452973934937,134.1199951171875,135.0683339436849,135.3081817626953,-0.029072636283006048,0.6169840468514587,1.0470158949678423,76.55999755859375,77.06166712443034,77.47909129749645,-0.017802038708657486,0.35219429496225524
2016-09,0.9937347310974503,128.67999267578125,127.50166702270508,127.2100004716353,-0.06579290313899544,0.5949144283876399,0.9875263744515319,72.20999908447266,71.75166702270508,71.5909090909091,-0.07200125978491378,0.33384187732625104
2016-10,0.942225548376689,122.01000213623047,124.3783327738444,125.06454467773438,-0.09893302172508833,0.5740296418933476,0.9114892009213896,66.6500015258789,68.61000188191731,69.3372733376243,-0.12966936918038774,0.31357327955271325
