month,N_day,N_day_plus,AcresOnLand,AcresOnLandPlus,HD_Store_Count,LOW_Store_Count,HD_Store_CountPlus,LOW_Store_CountPlus,date,hd_rel_close,hd_close,hd_5days_avg,hd_10day_avg,hd_rel_close_diff,hd_close_diff,lowes_rel_close,lowes_close,lowes_5days_avg,lowes_10day_avg,lowes_rel_close_diff,lowes_close_diff
2014-06,18,2,1501539.0073720436,35225.236495426,0.0,0.0,0.0,0.0,2014-06,0.977167864440562,80.95999908447266,80.60833231608073,80.1627266623757,-0.0592967167914642,0.413652148883743,0.943928440865686,47.9900016784668,46.65500005086263,46.21636373346502,-0.0925361403663402,0.2451972275656743
2014-07,23,0,7365748.105218075,0.0,12.0,18.0,0.0,0.0,2014-07,0.9758401833298912,80.8499984741211,81.17666625976562,80.60000055486506,-0.0466968131254083,0.418716660663459,0.9411746796285086,47.84999847412109,47.96833356221517,47.81363677978516,-0.0813623168267908,0.247811897983507
2014-08,31,10,9499844.884759508,2731530.5223616813,10.0,1.0,2.0,1.0,2014-08,1.1285226822923164,93.5,91.56499989827472,89.0463638305664,0.065632779572653,0.4658462302444834,1.032833488475264,52.5099983215332,52.59000015258789,51.84090943769975,-0.0300564142443995,0.2616212274677048
2014-09,30,6,52712712.94649332,49887759.89986613,0.0,0.0,0.0,0.0,2014-09,1.1072798766065517,91.73999786376952,92.33666483561198,91.75636152787642,0.0639309345006402,0.4656379853535145,1.040897887374765,52.91999816894531,53.301666259765625,53.52181833440607,-0.0024510547311462,0.2686021572497872
2014-10,31,4,8873558.245541729,3141615.068864625,0.0,0.0,0.0,0.0,2014-10,1.1770430822328448,97.5199966430664,95.96499888102214,94.0272709239613,0.1091223283840665,0.4835862088273371,1.1250824265318606,57.20000076293945,55.65000089009603,54.530909451571375,0.0571616726830823,0.2836457389873933
2014-11,5,0,33665.2015835022,0.0,0.0,0.0,0.0,0.0,2014-11,1.199734292426152,99.4000015258789,97.6099993387858,97.76363580877133,0.1024756743553878,0.4797297441597389,1.2554897270586272,63.83000183105469,62.89999961853027,60.92999995838512,0.1582311089878629,0.3080598589342604
2015-06,21,6,23745513.46770138,0.0,41.0,23.0,0.0,0.0,2015-06,0.9672309300084642,111.12999725341795,112.32999928792316,111.72454556551848,-0.0246469024191721,0.5398590913693445,0.9217954571713068,66.97000122070312,69.46166737874348,69.55363672429866,-0.0700823752563294,0.3253339773379748
2015-07,24,2,40370.45155580863,35235.0702426936,0.0,0.0,0.0,0.0,2015-07,1.0185821772321448,117.02999877929688,114.81999842325848,114.57181826504794,0.0042985846388892,0.5559619894503415,0.9546921353833876,69.36000061035156,67.88666661580403,67.6009091463956,-0.059591457209868,0.3295011905479884
2015-08,31,7,3957219.329517071,0.0,9.0,0.0,0.0,0.0,2015-08,1.013621128473436,116.45999908447266,115.13000106811523,117.84818267822266,0.0611582501328178,0.5891637586040558,0.9520768840149048,69.16999816894531,68.7783317565918,70.71181765469638,-0.0003859943257134,0.3499266393973801
2015-09,30,4,607004.1254452679,33719.7801556409,0.0,0.0,0.0,0.0,2015-09,1.0051786268447305,115.48999786376952,115.3433329264323,115.9700005271218,0.0818191503544588,0.6026717889737316,0.9486358080093455,68.91999816894531,68.08166758219402,68.75181926380505,0.025276331519074,0.3596513928551635
